acc_MG	acc_LF82	Perc_cov	Perc_id	gene_name_MG	gene_id_MG	gene_name_LF82	gene_id_LF82	Log2FC_LF82	padj_LF82	Log2FC_MG	padj_MG
NP_416328.1	WP_000624298.1	100	100	sdaA	b1814	sdaA	LF82_RS09415	-0.227543689	0.411110552	0.607255916	1.07566E-08
NP_416101.1	WP_001138584.1	100	99.462	speG	b1584	speG	LF82_RS08235	0.030269267	0.930950703	-0.126136822	0.391021935
NP_414841.1	WP_014640101.1	100	99.368	ykgF	b0307	ykgF	LF82_RS01565	-0.005142866	0.989744417	0.138430952	0.586367564
NP_414871.1	WP_014640104.1	100	98.595	codA	b0337	codA	LF82_RS01735	0.248427756	0.430234956	0.181697478	0.23365308
NP_416585.1	WP_000476014.1	100	99.779	trhP	b2081	yegQ	LF82_RS10995	0.09210477	0.818581098	0.058993806	0.62503176
NP_418092.1	WP_001114505.1	100	99.257	mutM	b3635	mutM	LF82_RS19060	0.185118846	0.600880494	0.010365638	0.96079109
NP_417993.1	WP_001204945.1	100	98.47	bcsE	b3536	bcsE	LF82_RS18545	-0.334936873	0.148873099	0.772325432	4.18092E-11
NP_418485.1	WP_001765301.1	100	97.348	pdeC	b4061	pdeC	LF82_RS21515	0.149699787	0.666241758	-0.190514674	0.443463792
NP_415384.1	WP_000756563.1	100	99.177	artI	b0863	artI	LF82_RS04120	0.25469144	0.427805124	0.249298134	0.049284849
NP_418407.1	WP_000031784.1	100	100	tufB	b3980	tuf	LF82_RS21015	-0.021424899	0.955482166	0.162766571	0.024547758
NP_416767.1	WP_000116370.1	100	98.741	menD	b2264	menD	LF82_RS11925	0.116381253	0.759408947	-0.10610584	0.480593121
NP_415013.1	WP_000771760.1	100	99.818	ushA	b0480	ushA	LF82_RS02370	-0.200674252	0.501739195	0.579587768	0.000263821
NP_415826.1	WP_000597418.1	100	97.907	ycjN	b1310	ycjN	LF82_RS06975	-0.189747363	NA	0.022107214	NA
NP_415832.1	WP_000198064.1	100	96.954	ycjT	b1316	ycjT	LF82_RS07005	-0.157023697	NA	0.018030122	0.955922365
NP_418394.3	WP_001298414.1	100	99.225	argB	b3959	argB	LF82_RS20890	0.131811032	0.721512322	-0.643311587	0.014665522
NP_415540.1	WP_001061099.1	100	99.27	pgaD	b1021	pgaD	LF82_RS05180	0.204723875	0.564756375	0.353189026	0.177580717
NP_417184.1	WP_000216207.1	100	97.561	srlB	b2704	srlB	LF82_RS14020	-0.24412932	0.423485766	0.015345315	NA
NP_415830.2	WP_001313788.1	100	99.237	ycjR	b1314	ycjR	LF82_RS06995	0.194219986	NA	-0.006535577	0.980710559
NP_414637.1	WP_000462776.1	100	100	ftsZ	b0095	ftsZ	LF82_RS00495	0.270741906	0.232460745	0.095757401	0.350674634
NP_416212.1	WP_000692160.1	100	97.244	ydiQ	b1697	ydiQ	LF82_RS08825	-0.043613101	NA	0.133514769	NA
NP_415614.1	WP_000478693.1	100	98.513	pabC	b1096	pabC	LF82_RS05545	-0.078274376	0.844724125	0.012701435	0.958423447
NP_418293.2	WP_000907613.1	100	98.857	mobB	b3856	mobB	LF82_RS20320	-0.201259395	0.56964255	-0.044383401	0.880902717
NP_415236.1	WP_000207171.1	99	94.48	phr	b0708	phrB	LF82_RS03330	0.120204601	0.73777456	0.087790733	0.722446215
NP_416993.2	WP_001295473.1	100	100	upp	b2498	upp	LF82_RS12905	-0.073434881	0.860462244	0.264175161	0.006010069
NP_416242.6	WP_001295408.1	100	99.49	ydjM	b1728	ydjM	LF82_RS08985	0.010402656	0.980160802	-0.658086882	0.002006781
NP_415713.1	WP_000511315.1	100	97.619	ymgE	b1195	ymgE	LF82_RS06320	-0.124337827	NA	NA	NA
NP_417651.1	WP_000813040.1	100	99.688	yhbE	b3184	yhbE	LF82_RS16685	-0.024290262	0.954405392	-0.167007455	0.061049904
NP_418364.1	WP_000872908.1	100	100	rraA	b3929	rraA	LF82_RS20715	-0.308956089	0.176856288	0.082999625	0.602862767
NP_417550.1	WP_000767638.1	100	98.315	ygjJ	b3079	ygjJ	LF82_RS16205	0.11538789	NA	0.106732395	NA
NP_416769.1	WP_000070621.1	100	100	elaB	b2266	elaB	LF82_RS11935	0.35803893	0.27723073	-0.333788614	0.167806808
NP_417387.3	WP_001298273.1	100	99.451	fau	b2912	fau	LF82_RS15115	0.019539497	0.963182702	-0.500683997	3.87923E-05
YP_588464.1	WP_000439129.1	100	97.222	ypeB	b4546	ypeB	LF82_RS12570	-0.028231814	0.946047279	0.097017862	0.685902058
NP_414569.1	WP_000004655.1	100	100	fkpB	b0028	fkpB	LF82_RS00130	-0.189808956	0.542804622	0.199450068	0.191863006
NP_416277.1	WP_001235807.1	99	97.546	topB	b1763	topB	LF82_RS09155	-0.101983443	0.721115251	0.416496131	2.12825E-07
NP_415562.1	WP_000489568.1	100	94.175	ymdA	b1044	ymdA	LF82_RS05275	-1.005251388	0.010683816	-0.585458227	0.004781452
YP_001165320.1	WP_000233090.1	100	96.296	ydgU	b4601	asr	LF82_RS08305	NA	NA	NA	NA
NP_415411.2	WP_001295343.1	100	100	lolA	b0891	lolA	LF82_RS04295	0.212279942	0.519881455	-0.341120421	0.006420199
NP_418017.1	WP_001168544.1	100	99.67	glyQ	b3560	glyQ	LF82_RS18705	-1.166305342	2.34016E-08	0.879964357	2.142E-32
NP_418347.1	WP_000580417.1	100	100	cpxA	b3911	cpxA	LF82_RS20630	0.287188982	0.297983868	-0.090158205	0.510659279
NP_418519.1	WP_000586259.1	100	97.09	phnM	b4095	phnM	LF82_RS21730	-0.088182507	NA	0.076533533	0.803125375
NP_418003.1	WP_000189047.1	99	97.995	yhjX	b3547	yhjX	LF82_RS18645	-0.127978662	0.590463304	0.43020283	0.10251652
NP_416008.1	WP_000350355.1	100	99.317	digH	b1491	digH	LF82_RS07645	-0.326752432	0.244303809	0.271936585	0.057428021
NP_414746.1	WP_000211718.1	99	91.22	yafE	b0210	yafD	LF82_RS01095	-0.522429311	0.064176871	0.604826309	0.001629292
NP_417207.1	WP_000337669.1	100	99.655	hypB	b2727	hypB	LF82_RS14145	0.336883345	0.309315152	-0.239154883	0.363050593
YP_026259.1	WP_001187375.1	100	96.107	aslB	b3800	aslB	LF82_RS19930	-0.363150072	0.274095095	-0.040322053	0.84824717
NP_415650.1	WP_001295971.1	100	99.531	hflD	b1132	hflD	LF82_RS05730	-0.005122942	0.989744417	-0.299251436	0.223517662
NP_418590.1	WP_000990267.1	100	97.753	amiB	b4169	amiB	LF82_RS22390	0.094173093	0.771596123	0.142975086	0.233350655
NP_417311.1	WP_001199299.1	100	99.422	tas	b2834	tas	LF82_RS14820	0.368142402	0.193368459	-0.399380903	0.002118882
NP_416300.2	WP_000766137.1	100	99.798	dgcJ	b1786	dgcJ	LF82_RS09280	-0.816362616	0.004635731	0.33453301	0.017042276
NP_416089.1	WP_042093010.1	100	96.078	ydfA	b1571	ydfA	LF82_RS08180	-0.108847803	NA	0.406743418	NA
NP_415929.1	WP_015912496.1	100	95.116	ynbD	b1411	ynbD	LF82_RS07255	-0.198165169	NA	0.115029845	0.698735848
NP_417202.1	WP_000115226.1	100	99.674	hycD	b2722	hycD	LF82_RS14115	0.022291322	NA	-0.011885187	NA
NP_416802.1	WP_000437935.1	100	100	yfcD	b2299	yfcD	LF82_RS12085	0.18995534	0.549210551	-0.415789891	0.000353812
NP_415222.1	WP_000186082.1	99	99.554	kdpE	b0694	kdpE	LF82_RS03290	0.123836499	0.73777456	-0.388511915	0.086047581
NP_418194.1	WP_000135618.1	100	99.631	atpB	b3738	atpB	LF82_RS19630	-0.506060999	0.078047985	0.820029741	3.72331E-39
NP_417504.1	WP_000444744.1	100	99.636	cpdA	b3032	cpdA	LF82_RS15950	0.222051947	0.469226752	-0.056919429	0.712661516
NP_418340.1	WP_000144109.1	100	98.16	rhaB	b3904	rhaB	LF82_RS20585	-0.009110022	NA	0.008005185	NA
NP_415509.1	WP_000087763.1	100	100	cspH	b0989	cspH	LF82_RS04715	-0.010747234	0.980160802	-0.028770778	0.911982506
NP_417587.1	WP_000548347.1	100	100	tdcB	b3117	tdcB	LF82_RS16380	0.350842513	0.205473269	0.146794333	NA
NP_415420.1	WP_000910711.1	96	39.249	ycaN	b0900	ykgM	LF82_RS01510	-0.089580051	0.824424067	0.034843267	0.906976016
NP_417613.1	WP_000558664.1	99	40.814	yraJ	b3144	lpfC	LF82_RS18630	-0.279143848	0.383235655	0.469485914	0.031354452
NP_414672.1	WP_000277856.1	100	97.311	yadE	b0130	yadE	LF82_RS00700	-0.12332206	0.72122102	0.005870485	0.978271338
NP_417149.1	WP_001305253.1	100	99.142	gabP	b2663	gabP	LF82_RS13805	0.008535759	0.983849628	0.482042803	0.05361726
NP_416994.1	WP_001295474.1	100	99.71	purM	b2499	purM	LF82_RS12910	1.672671375	1.63768E-05	-0.307750531	0.1085655
NP_415619.1	WP_000475719.1	100	100	ptsG	b1101	ptsG	LF82_RS05570	-0.038734315	0.926423651	-0.484693485	2.91067E-11
NP_415310.1	WP_000650337.1	100	100	clsB	b0789	clsB	LF82_RS03740	0.232452481	NA	-0.169979268	NA
NP_415211.2	WP_001300829.1	100	100	ybfE	b0685	ybfE	LF82_RS03255	0.053272797	0.894669092	-0.449895737	0.000501224
NP_417649.1	WP_001212630.1	100	99.79	dacB	b3182	dacB	LF82_RS16675	0.274218563	0.330304478	-0.226169724	0.190100984
YP_026256.2	WP_001145189.1	100	99.107	rffC	b3790	rffC	LF82_RS19875	-0.065004444	0.870648886	0.449949807	0.000831746
NP_417196.1	WP_000110370.1	100	97.679	ascB	b2716	ascB	LF82_RS14080	-0.173155012	0.624428514	-0.06608358	0.823811419
NP_414611.1	WP_014640096.1	100	97.459	sgrR	b0069	sgrR	LF82_RS00365	-0.064558518	0.867909231	0.094706745	0.625897206
NP_417924.1	WP_000042886.1	100	98.319	yhhM	b3467	yhhM	LF82_RS18150	-0.350349076	0.291856716	0.237015274	0.340858916
NP_416256.2	WP_000455604.1	100	97.382	ves	b1742	ves	LF82_RS09055	-0.088351326	0.829520698	-0.692745438	0.005767241
NP_416248.1	WP_000078742.1	100	98.667	chbF	b1734	celF	LF82_RS09010	-0.15926978	0.65964854	-0.013445288	0.961844171
NP_414675.1	WP_000905380.1	100	98.587	panC	b0133	panC	LF82_RS00715	-0.43847603	0.070446919	0.628972437	1.77623E-07
NP_415349.1	WP_000513805.1	100	98.131	iaaA	b0828	iaaA	LF82_RS03940	-0.027340546	0.948312987	-0.017390419	0.946681973
NP_414570.1	WP_001166429.1	100	99.051	ispH	b0029	ispH	LF82_RS00135	0.04938223	0.900408687	0.111247436	0.391920691
NP_416429.4	WP_001128237.1	100	99.695	dcyD	b1919	dcyD	LF82_RS09970	-0.163420193	0.627988092	0.338543085	0.033309392
NP_417719.1	WP_001148484.1	100	98.457	yhdH	b3253	yhdH	LF82_RS16995	0.081027537	0.844724125	0.407744877	0.033666387
NP_417050.1	WP_001215879.1	100	98.312	qseG	b2555	qseG	LF82_RS13180	-0.149595282	0.661054662	0.075035771	0.755223707
NP_416311.1	WP_000939317.1	100	100	yeaR	b1797	yeaR	LF82_RS09340	0.06724515	NA	-0.071735282	NA
NP_418673.4	WP_000635215.1	100	84	tabA	b4252	arcA	LF82_RS22835	0.041354277	0.921141896	-0.38771221	0.064761028
NP_418682.1	WP_000584114.1	100	100	lptF	b4261	lptF	LF82_RS22875	0.131415429	0.696105648	0.053490488	0.730732276
NP_415845.2	WP_000682995.1	100	99.441	mppA	b1329	mppA	LF82_RS07080	0.179592144	0.552971326	-0.052410194	0.758377955
YP_001165313.1	WP_000270305.1	100	100	appX	b4592	cbdX	LF82_RS04705	0.079511254	NA	-0.006011232	NA
NP_415311.1	WP_001113348.1	100	100	ybhP	b0790	ybhP	LF82_RS03745	0.140562467	NA	0.157718099	NA
NP_415788.1	WP_000422062.1	100	99.427	sohB	b1272	sohB	LF82_RS06765	0.607142656	0.006783493	-0.545684731	3.24043E-06
NP_416298.1	WP_000219684.1	99	99.765	yeaH	b1784	yeaH	LF82_RS09270	0.78822747	0.040376021	0.196632717	0.482075809
NP_417573.1	WP_000531180.1	100	98.476	yqjG	b3102	yqjG	LF82_RS16320	0.136490346	0.708836723	0.659104147	0.004558125
NP_415961.1	WP_001163909.1	100	98.523	patD	b1444	patD	LF82_RS07400	0.291280401	NA	0.074569457	0.811575617
NP_415572.1	WP_001295958.1	100	99.673	lpxL	b1054	lpxL	LF82_RS05335	0.25740412	0.399946512	-0.087566598	0.575106035
NP_417820.1	WP_001280615.1	100	97.5	fic	b3361	fic	LF82_RS17605	-0.400541472	0.199478463	0.697127551	0.003727701
NP_416601.1	WP_000858523.1	100	99.294	yegT	b2098	yegT	LF82_RS11050	-0.03425474	NA	-0.136628518	0.640188206
NP_418196.1	WP_000932839.1	100	100	rsmG	b3740	rsmG	LF82_RS19640	-0.213990793	0.545545265	0.117802613	0.38374951
NP_416613.1	WP_000677332.1	94	97.768	yehC	b2110	yehC	LF82_RS11110	-0.161301626	NA	-0.048464419	NA
NP_415622.1	WP_001225271.1	100	96	ycfL	b1104	ycfL	LF82_RS05585	0.170024425	0.616924358	0.036835109	0.84824717
YP_009518801.1	WP_001296243.1	100	94.444	yojO	b4604	napF	LF82_RS26370	NA	NA	NA	NA
NP_416828.1	WP_000559761.1	100	98.913	yfcL	b2325	yfcL	LF82_RS12215	0.26109147	0.386090205	-0.274803418	0.074900248
NP_416171.1	WP_000108172.1	100	100	grxD	b1654	grxD	LF82_RS08600	-0.056404455	0.86237723	0.117271137	0.340755537
NP_417929.4	WP_001245296.1	100	99.459	dcrB	b3472	dcrB	LF82_RS18175	0.337993518	0.157533733	-0.16529253	0.122175998
NP_414687.1	WP_001155227.1	100	100	dksA	b0145	dksA	LF82_RS00775	0.147068867	0.667980914	-0.202289344	0.033108566
NP_415791.1	WP_000776253.1	100	100	cysB	b1275	cysB	LF82_RS06785	0.211026502	0.517401787	-0.203282638	0.142226535
NP_418622.1	WP_001296681.1	100	99.038	priB	b4201	priB	LF82_RS22555	-0.049641195	0.905417583	-0.008492885	0.946770064
NP_417217.1	WP_000590417.1	99	98.958	ygbK	b2737	ygbK	LF82_RS14200	-1.854353958	0.002103165	0.227461426	0.381859987
NP_416839.1	WP_000120668.1	100	74	yfcS	b2336	smrB	LF82_RS12275	-0.126080671	NA	-0.05326285	NA
NP_415029.1	WP_000561824.1	100	98.756	ybbP	b0496	ybbP	LF82_RS02470	0.532253628	0.067774304	-0.207507257	0.317063141
NP_414697.1	WP_000845407.1	100	99.577	clcA	b0155	clcA	LF82_RS00825	-0.023239207	0.954084935	0.014839561	0.946791543
NP_417259.1	WP_000036723.1	100	100	eno	b2779	eno	LF82_RS14400	0.314020793	0.252206293	-0.13181967	0.0735226
NP_416009.1	WP_000246011.1	100	99.609	gadC	b1492	gadC	LF82_RS07650	-0.219824859	NA	0.39565976	0.122335911
NP_416462.1	WP_000867217.1	100	100	dsrB	b1952	dsrB	LF82_RS10135	1.122682339	0.000424845	-0.53765838	0.008824481
NP_415432.1	WP_000167336.1	100	100	ihfB	b0912	ihfB	LF82_RS04385	0.05601734	0.879161059	-0.026654484	0.846941244
NP_415264.1	WP_001098384.1	100	100	ybgC	b0736	ybgC	LF82_RS03460	-0.483908756	0.077608997	0.058407859	0.7192724
NP_416590.1	WP_000807379.1	100	96.99	gatR	b4498	yegS	LF82_RS11005	0.268545837	0.427160198	-0.206221719	0.347810912
NP_417697.1	WP_000829818.1	100	100	rpsI	b3230	rpsI	LF82_RS16880	7.87974E-05	0.999640404	-0.107356183	0.274505882
YP_001165315.1	WP_001331738.1	100	91.803	ymgJ	b4594	ymgG	LF82_RS23960	NA	NA	NA	NA
NP_415625.1	WP_000529298.1	100	99.12	nagZ	b1107	nagZ	LF82_RS05600	0.226342883	0.466491415	-0.105916082	0.485381498
NP_418501.1	WP_000789589.1	100	99.771	gltP	b4077	gltP	LF82_RS21605	1.158005325	1.63768E-05	-1.187651013	4.52379E-28
NP_414935.1	WP_000149635.1	100	99.772	brnQ	b0401	brnQ	LF82_RS01970	-0.252839601	0.430234956	0.130450921	0.266846472
NP_417067.1	WP_001168459.1	100	100	rseA	b2572	rseA	LF82_RS13275	-0.204621281	0.558477704	0.409420185	2.09272E-05
NP_417026.1	WP_001241357.1	100	100	iscR	b2531	iscR	LF82_RS13090	0.21037746	0.535157891	-0.149583484	0.164955483
NP_417169.1	WP_000378442.1	100	100	mprA	b2684	emrR	LF82_RS13915	-0.158386567	0.583030585	0.077758609	0.538476526
NP_416099.1	WP_000598292.1	100	100	ynfA	b1582	ynfA	LF82_RS08225	0.262494916	NA	-0.270245575	NA
NP_418794.1	WP_015912596.1	100	98.599	yjjU	b4377	yjjU	LF82_RS23390	-0.077749598	0.851251043	0.226180728	0.253630544
NP_417277.1	WP_000626404.1	100	99.78	sdaB	b2797	sdaB	LF82_RS14495	-0.696049724	0.032096015	0.050057743	0.705292706
NP_415010.1	WP_000671574.1	100	100	gsk	b0477	gsk	LF82_RS02355	0.280706929	0.407604307	-0.694784542	8.03293E-10
YP_026252.1	WP_014640241.1	100	99.595	gpp	b3779	gppA	LF82_RS19815	0.394911985	0.083364479	-0.256848285	0.003111203
YP_026232.1	WP_000153839.1	100	84.941	yiaN	b3578	yiaN	LF82_RS18810	-0.0556995	NA	-0.272894642	NA
NP_416398.1	WP_000204320.1	100	98.951	cheR	b1884	cheR	LF82_RS25965	-0.019083157	0.964866766	-0.415275796	0.029966446
NP_415243.4	WP_001144719.1	100	98.851	abrB	b0715	abrB	LF82_RS25075	-0.256062322	0.451121206	-0.074470163	0.810965786
NP_418087.1	WP_001357918.1	100	84.151	waaP	b3630	rfaP	LF82_RS19035	0.308725565	0.326877771	-0.131232217	0.425603145
NP_418167.1	WP_000748506.1	100	96.865	yidZ	b3711	yidZ	LF82_RS19500	0.264592548	0.412427015	-0.119231383	0.557824324
NP_415567.1	WP_001304473.1	100	99.882	opgH	b1049	mdoH	LF82_RS05310	0.422048217	0.093316419	-0.470329034	8.23582E-09
NP_417478.1	WP_001240712.1	100	100	exbD	b3005	exbD	LF82_RS15750	0.134017372	0.712216524	-0.233091061	0.101714579
NP_417706.1	WP_001029013.1	100	100	yhcO	b3239	yhcO	LF82_RS16925	-0.004851833	0.989905776	0.267589898	0.31888739
NP_418460.1	WP_000973666.1	100	98.206	lamB	b4036	lamB	LF82_RS21360	1.063140141	0.009435841	0.105904667	0.650535845
NP_418039.2	WP_001297963.1	100	96.503	sgbU	b3582	sgbU	LF82_RS18830	0.091057719	NA	0.138182269	NA
NP_417713.2	WP_000123197.1	100	100	rng	b3247	rng	LF82_RS16960	-0.010113249	0.980160802	0.111120952	0.304879738
NP_417785.1	WP_001219895.1	100	99.391	gspE	b3326	gspE	LF82_RS17420	0.030994275	0.943759514	0.14534868	0.607354783
NP_415689.2	WP_000979977.1	100	100	ymgD	b1171	ymgD	LF82_RS06195	-0.194040022	0.585272178	1.385658282	4.65508E-08
NP_417812.1	WP_000057390.1	100	97.941	yheT	b3353	yheT	LF82_RS17560	-0.165591695	0.610748665	0.202612206	0.151009661
NP_415699.5	WP_001339583.1	97	99.324	ycgN	b1181	hlyE	LF82_RS06255	NA	NA	0.831177557	3.53332E-06
NP_418036.1	WP_000776928.1	100	95.732	yiaO	b3579	yiaO	LF82_RS18815	-0.05817391	NA	-0.006897046	NA
NP_416625.1	WP_001292758.1	100	98.148	yehP	b2121	yehP	LF82_RS11170	-0.393812112	0.233643392	0.122466599	0.678674499
NP_418604.1	WP_000012542.1	100	97.717	yjfK	b4183	yjfK	LF82_RS22460	-0.276642563	NA	-0.026160568	NA
NP_415176.1	WP_001044880.1	100	100	ybeL	b0643	ybeL	LF82_RS03045	0.06332896	0.877210914	0.131884198	0.594211057
NP_415757.1	WP_000301660.1	100	99.888	adhE	b1241	adhE	LF82_RS06605	0.299508519	0.360319091	0.101190757	0.234531682
NP_416869.1	WP_000438675.1	100	98.191	emrK	b2368	emrK	LF82_RS12350	-0.079879869	NA	-0.064825568	NA
NP_414665.1	WP_001189641.1	100	98.837	cueO	b0123	cueO	LF82_RS00660	0.005277089	0.989509438	0.101003201	0.71257972
NP_415446.1	WP_001295932.1	100	100	mepK	b0926	mepK	LF82_RS04455	-1.341533533	3.09497E-06	1.21784697	2.31187E-35
NP_417357.1	WP_000583648.1	100	99.582	xdhD	b2881	xdhD	LF82_RS14965	0.024527396	0.954084935	0.221048036	0.31775929
NP_418482.1	WP_000357763.1	100	99.894	uvrA	b4058	uvrA	LF82_RS21500	0.657877742	0.002750455	-0.495452253	5.67892E-07
NP_417088.1	WP_000178456.1	100	100	raiA	b2597	raiA	LF82_RS13440	-0.224905418	0.496659185	0.793237625	3.51861E-06
NP_414604.1	WP_000151734.1	100	99.6	araA	b0062	araA	LF82_RS00320	-0.144793386	0.689545509	0.002373469	0.990769344
NP_415254.1	WP_001181488.1	100	99.786	sucA	b0726	sucA	LF82_RS03410	0.274420992	0.41372244	0.577509662	7.64996E-10
NP_418486.1	WP_000019358.1	100	100	soxS	b4062	soxS	LF82_RS21520	0.278621335	0.411110552	-0.512977037	0.005982388
NP_416621.1	WP_000356768.1	100	91.405	yehI	b2118	yehI	LF82_RS11145	-0.058961126	0.882498733	0.039523583	0.887630046
NP_417438.2	WP_000760323.1	100	100	mltC	b2963	mltC	LF82_RS15390	0.142451615	0.660138499	-0.352432337	0.021302764
NP_416440.1	WP_000790504.1	100	100	yedF	b1930	yedK	LF82_RS25725	-0.221348263	NA	-0.513517694	0.036045909
NP_416019.1	WP_000520591.1	100	97.039	ydeQ	b1502	ydeQ	LF82_RS07695	-0.072579398	NA	-0.194890718	NA
NP_415524.1	WP_001151437.1	100	100	wrbA	b1004	wrbA	LF82_RS05090	0.197989003	0.577924005	0.798516491	0.00577579
NP_415138.1	WP_000052796.1	100	100	ahpC	b0605	ahpC	LF82_RS02865	0.216482421	0.40277808	0.098397625	0.284346896
NP_417040.2	WP_000700789.1	100	99.717	yphC	b2545	yphC	LF82_RS13130	-0.120054142	NA	-0.164514966	0.562698088
NP_416372.1	WP_000202996.1	100	100	znuC	b1858	znuC	LF82_RS09680	0.244480223	0.430234956	-0.737657866	8.55248E-05
NP_418686.1	WP_001128336.1	100	99.772	idnT	b4265	idnT	LF82_RS22895	-0.585150945	0.052225597	0.139723325	0.598292003
NP_415839.1	WP_001304406.1	100	99.415	tyrR	b1323	tyrR	LF82_RS07040	0.452585137	0.098711441	-0.969181442	1.05763E-14
NP_416962.1	WP_014640188.1	100	96.859	nudK	b2467	nudK	LF82_RS12795	-0.207693292	0.542804622	0.263175703	0.202538278
NP_416060.1	WP_000526701.1	100	96.914	ydfI	b1542	ydfJ	LF82_RS07925	-0.258783572	0.425563058	-0.094345935	0.752097088
NP_415470.1	WP_000333176.1	100	100	pqiA	b0950	pqiA	LF82_RS04545	-0.273526179	0.349960829	0.417871458	0.000692921
NP_414920.1	WP_001298540.1	100	98.885	proC	b0386	proC	LF82_RS01890	-0.060686837	0.874196541	0.298912297	0.060749768
NP_417840.1	WP_000497360.1	100	93.798	yhfX	b3381	yhfX	LF82_RS17675	0.021866505	NA	0.00042553	NA
NP_415022.1	WP_000904497.1	100	99.672	qmcA	b0489	qmcA	LF82_RS02435	0.395997318	0.18364174	0.128303939	0.555841009
NP_417628.2	WP_001296442.1	100	99.315	ubiV	b3159	ubiV	LF82_RS16555	0.356932881	0.277245371	0.10731653	NA
NP_416631.1	WP_001240405.1	100	99.177	mlrA	b2127	mlrA	LF82_RS11200	0.230286925	0.510789734	0.014185918	0.961844171
NP_416090.2	WP_000344964.1	100	100	ydfB	b1572	ydfB	LF82_RS26360	NA	NA	0.314399998	NA
NP_416335.4	WP_001296134.1	100	100	mntP	b1821	mntP	LF82_RS09460	0.084650926	0.833424561	-0.952669528	5.68103E-05
NP_415054.1	WP_000855409.1	100	98.316	ybcF	b0521	ybcF	LF82_RS02560	0.017125038	NA	0.177382657	NA
NP_418647.1	WP_000055072.1	100	98.864	ppa	b4226	ppa	LF82_RS22705	-0.538637261	0.011416569	0.393108846	1.04963E-08
NP_417598.1	WP_001296435.1	100	97.297	prlF	b3129	prlF	LF82_RS16420	-0.296651172	0.384922577	0.28605599	0.248591963
NP_416284.1	WP_000719088.1	100	99.206	ydjF	b1770	ydjF	LF82_RS09200	-0.094578398	0.805880668	0.12214853	0.575696103
NP_416807.1	WP_001028306.1	100	98.316	yfcH	b2304	yfcH	LF82_RS12110	0.129203423	0.688051258	-0.380860412	0.000828465
NP_418295.1	WP_001295263.1	100	100	yihD	b3858	yihD	LF82_RS20330	0.035366119	0.931658791	0.068560255	0.717649849
NP_417404.1	WP_000224166.1	100	97.041	fumE	b2929	fumE	LF82_RS25360	0.019950855	NA	0.104093791	0.58100948
NP_416274.1	WP_000085228.1	100	96.667	ynjH	b1760	ynjH	LF82_RS09145	-0.113025317	0.759408947	-0.022291315	0.94542652
NP_416686.1	WP_000202798.1	100	100	yejG	b2181	yejG	LF82_RS11490	-0.432386326	0.185421353	0.655603568	2.68008E-06
NP_416097.1	WP_000836084.1	100	98.525	rspB	b1580	rspB	LF82_RS08215	-0.01938078	NA	0.128906083	NA
NP_415569.4	WP_001295957.1	100	97.581	msyB	b1051	msyB	LF82_RS05320	0.552087514	0.092500228	0.435200224	0.100314183
YP_026218.1	WP_000081882.1	100	99.624	malP	b3417	malP	LF82_RS17860	1.93780752	0.000290384	-0.150592726	0.554935081
NP_417668.1	WP_000224099.1	100	100	lptB	b3201	lptB	LF82_RS16770	-0.231341726	0.425563058	0.191935861	0.062335673
NP_416746.1	WP_001000377.1	100	99.747	glpC	b2243	glpC	LF82_RS11810	0.037472732	0.91199697	-0.405158579	0.11371368
NP_417813.1	WP_000907085.1	100	100	yheU	b3354	yheU	LF82_RS17565	-0.017203219	0.969199078	0.22024388	0.329240784
NP_416882.1	WP_001350316.1	100	99.184	pyrR	b2381	ypdB	LF82_RS12420	0.138826305	0.686580771	-0.142363078	0.516480818
NP_416947.1	WP_000512386.1	100	99.265	eutH	b2452	eutH	LF82_RS12720	-0.038904269	NA	0.20359439	NA
NP_415950.4	WP_071820734.1	99	97.949	ydcO	b1433	ydcO	LF82_RS07350	-0.138312814	0.706317191	0.005075682	0.98478003
NP_415113.1	WP_001130659.1	100	98.656	ybdK	b0581	ybdK	LF82_RS02715	-0.038866327	0.927259508	0.406012801	0.126953614
NP_416957.4	WP_000356956.1	100	100	eutS	b2462	eutS	LF82_RS12770	-0.122751792	NA	0.061168029	NA
NP_415476.1	WP_000877153.1	100	99.333	matP	b0956	matP	LF82_RS04575	0.1283593	0.725615999	-0.155856157	0.43085245
NP_417759.1	WP_001118861.1	100	100	secY	b3300	secY	LF82_RS17290	-0.024000624	0.955501147	-0.124456634	0.202898358
NP_414838.2	WP_001046332.1	100	98.639	rclA	b0304	rclA	LF82_RS01550	0.157647148	0.661054662	0.156035309	NA
NP_415599.1	WP_001441926.1	100	99.042	flgJ	b1081	flgJ	LF82_RS05470	-0.194953478	0.575234055	-0.402202626	0.000830132
NP_417154.1	WP_001229474.1	100	97.701	ygaP	b2668	ygaP	LF82_RS13830	0.112443742	NA	-0.516214074	0.04585147
NP_414605.1	WP_000951864.1	100	98.233	araB	b0063	araB	LF82_RS00325	-0.364435968	NA	0.313311653	NA
NP_417014.1	WP_001137635.1	100	97.792	pbpC	b2519	pbpC	LF82_RS13030	0.297272087	0.266461886	0.064997139	0.776228875
NP_416359.1	WP_000936974.1	100	98.834	ptrB	b1845	ptrB	LF82_RS09605	-0.100903701	0.774858188	0.015952284	0.958423447
NP_415348.1	WP_000397348.1	100	98.54	moeA	b0827	moeA	LF82_RS03935	0.497892704	0.067774304	-0.785863346	1.48023E-07
